"","PROPERTY.GROUP","last_violation","gap","n_serious_violations_year","n_evictions","last_year_serious","n_serious_violations","ID","VIOLATION.LAST.MODIFIED.DATE","VIOLATION.DATE","VIOLATION.CODE","VIOLATION.STATUS","VIOLATION.STATUS.DATE","VIOLATION.DESCRIPTION","VIOLATION.LOCATION","VIOLATION.INSPECTOR.COMMENTS","VIOLATION.ORDINANCE","INSPECTOR.ID","INSPECTION.NUMBER","INSPECTION.STATUS","INSPECTION.WAIVED","INSPECTION.CATEGORY","DEPARTMENT.BUREAU","ADDRESS","STREET.NUMBER","STREET.DIRECTION","STREET.NAME","STREET.TYPE","SSA","LATITUDE","LONGITUDE","LOCATION","street","serious","violation_year"
"1936",278508,"2023-10-31",NA,7,6,"2023-10-31",20,2344896,"2008-08-21","2007-11-26","CN067014","COMPLIED","2008-07-23","REPAIR ROOF",NA,"ROOF FIRE DAMAGED AND VENTED","Failed to maintain roof in sound condition and repair, watertight and free from defects.  (13-196-530, 13-196-530(c) and 13-196-641)","BL00444",2049053,"FAILED","N","COMPLAINT","CONSERVATION","2504 S CALIFORNIA AVE",2504,"S","CALIFORNIA","AVE",NA,41.846268385,-87.695408152,"(41.84626838470942, -87.69540815247154)","S CALIFORNIA AVE","Y",2007
"1937",278606,"2021-07-13",NA,5,2,"2021-07-13",18,4037194,"2011-11-30","2011-11-30","CN132046","OPEN",NA,"SAFE WORKING CONDITIONS","OTHER   :    :","2ND FLR.SPACE HEATER BLOWER BROKEN","Provide and maintain every facility, piece of equipment, or utility in safe and sound working condition. (13-196-400, 13-196-440)","BL00444",10375299,"FAILED","N","COMPLAINT","CONSERVATION","2342 S MARSHALL BLVD",2342,"S","MARSHALL","BLVD",NA,41.848723615,-87.699146855,"(41.8487236154021, -87.69914685528668)","S MARSHALL BLVD","Y",2011
"1938",278780,"2023-04-25",NA,4,0,"2023-04-25",13,4485520,"2013-06-17","2013-06-17","CN070014","OPEN",NA,"REPAIR EXTERIOR STAIR","EXTERIOR:W   :","(REAR BUILDING)WEST ELEVATION 1 STORY STAIR CASE 4X4 COLUMNS OVERNOTCHED AND ERECTED ON TOP OF CONCRETE SLAB.GUARDRAILS ARE A LADDER TYPE DESIGN,TOENAILED TO COLUMNS AND ARE VERY UNSTABLE.ALL CONNECTIONS ARE FASTENED WITH COMMON NAILS.STRINGERS,TREADS AND RISER BOARDS ARE STARTING TO SHOW SIGNS OF ROTTING.PERMIT REQUIRED TO REPLACE STAIR SYSTEM.","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","BL00722",10964479,"FAILED","N","COMPLAINT","CONSERVATION","2436 S TROY ST",2436,"S","TROY","ST",NA,41.847053926,-87.704029149,"(41.847053926339015, -87.70402914943004)","S TROY ST","Y",2013
"1939",278866,"2022-06-29",NA,4,5,"2022-06-29",12,2325757,"2008-07-30","2007-11-27","CN197019","COMPLIED","2008-07-16","INSTALL SMOKE DETECTORS",NA,"FRONT HALLS/STAIR WAY AT TOP-NO SMOKE DETECTOR, 2ND FLOOR FRONT NO DETECTORS","Install and maintain approved smoke detectors. (13-196-100 thru 13-196-160) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.","BL00949",2039555,"FAILED","N","COMPLAINT","CONSERVATION","2246 S WHIPPLE ST",2246,"S","WHIPPLE","ST",NA,41.850427489,-87.701681919,"(41.85042748912866, -87.70168191881824)","S WHIPPLE ST","Y",2007
"1940",279690,"2022-08-22",NA,6,3,"2022-08-22",17,1600216,"2006-08-25","2006-07-26","CN062024","OPEN",NA,"PARAPET",NA,"SR06-01274654--PARAPET WALLS OPEN MORTAR","Failed to maintain parapet wall in good repair and free from cracks and defects.  (13-196-530 and 13-196-641)","BL00812",1540328,"FAILED","N","COMPLAINT","CONSERVATION","2445 S DRAKE AVE",2445,"S","DRAKE","AVE",NA,41.846715858,-87.713485867,"(41.84671585794591, -87.71348586702791)","S DRAKE AVE","Y",2006
"1941",279964,"2022-05-04",NA,7,4,"2022-05-04",31,3920299,"2020-01-08","2011-07-08","CN070014","COMPLIED","2020-01-07","REPAIR EXTERIOR STAIR",NA,"GRADE TO BASEMENT MISSING HANDRAIL. STAIRS GRADE TO 1ST TREADS ARE WORN AND WOOD IS SPLIT.","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","BL00942",10306362,"FAILED","N","COMPLAINT","CONSERVATION","2228 S SAWYER AVE",2228,"S","SAWYER","AVE",NA,41.850869892,-87.706591442,"(41.85086989190195, -87.7065914419021)","S SAWYER AVE","Y",2011
"1942",281851,"2023-12-05",NA,4,2,"2023-12-05",19,4035314,"2013-06-26","2011-11-28","CN062014","COMPLIED","2013-06-26","PARAPET & COPING","EXTERIOR:E   :","EAST AND WEST ELEVATION BACK SECTIONS PARAPET WALLS  HAVE MISSING COPING TILES,LOOSE AND MISSING BRICKS AND WASHED OUIT MORTER JOINTS OBTAIN PERMIT BEFORE MAKING REPAIRS.","Failed to maintain the parapet wall and coping in good repair and free from cracks and defects.  (13-196-530, 13-196-530(e) and 13-196-641)","BL00875",10374053,"PASSED","N","COMPLAINT","CONSERVATION","4224 W OGDEN AVE",4224,"W","OGDEN","AVE",NA,41.849152829,-87.730573033,"(41.84915282937268, -87.73057303305337)","W OGDEN AVE","Y",2011
"1943",282642,"2021-02-08",NA,4,6,"2021-02-08",8,2167658,"2008-03-20","2007-08-10","CN070014","COMPLIED","2008-02-26","REPAIR EXTERIOR STAIR",NA,"NORTH CATWALK AND STAIRS STAIR RUN TOO LONG WITHOUT INTERMEDIATE LAUDIMO. NO FOUNDATION 4X4 UPRIGHTS UNDERSIZED NO BEAM TO COLUMN BRACKETS 2X8 JOIST OVERSPANNED AND UNDERSIZED STAIR GUARDRAIL LOOSE, STAIRS NOT 36 INCHES WIDE, GUARDS ON STAIRS AND DECKS NOT 42 INCHES TALL, PLANS PERMITS REQUIRED FOR REPAIRS OR REPLACEMENTS.","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","BL00746",1967252,"FAILED","N","COMPLAINT","CONSERVATION","2921 S PRINCETON AVE",2921,"S","PRINCETON","AVE",NA,41.84047416,-87.634012458,"(41.840474160223636, -87.63401245819907)","S PRINCETON AVE","Y",2007
"1944",283844,"2021-03-15",NA,4,0,"2021-03-15",5,3974203,"2012-04-09","2011-03-08","CN015062","COMPLIED","2012-02-22","OBSTRUCTIONS IN EXIT WAY",NA,"REMOVE TRIP HAZARD FROM FLOOR AT ENTRY DOOR TO GYM.","Failed to remove obstruction from exitway that hampers travel and evacuation.  (13-160-070, 13-196-080)","BL00904",10337467,"FAILED","N","PERIODIC","SPECIAL INSPECTION PROGRAM","533 W 27TH ST",533,"W","27TH","ST",NA,41.844372928,-87.641313993,"(41.844372928367314, -87.64131399337103)","W 27TH ST","Y",2011
"1945",284078,"2022-08-30",NA,4,3,"2022-08-30",14,4751657,"2014-05-20","2014-05-20","CN132046","OPEN",NA,"SAFE WORKING CONDITIONS","OTHER   :    :SPACE HEATER","2840 3RD FLOOR NORTH, GAS SPACE HEATER DISCONNECTED BY THE GAS CO DUE TO GAS LEAK.","Provide and maintain every facility, piece of equipment, or utility in safe and sound working condition. (13-196-400, 13-196-440)","BL00654",11257062,"FAILED","N","COMPLAINT","CONSERVATION","2840 S NORMAL AVE",2840,"S","NORMAL","AVE",NA,41.842381994,-87.64002303,"(41.84238199412319, -87.64002302998323)","S NORMAL AVE","Y",2014
"1946",284271,"2023-07-18",NA,4,0,"2023-07-18",4,1627240,"2006-09-06","2006-08-18","CN070024","OPEN",NA,"REPAIR PORCH SYSTEM","REAR","EAST ELEVATION REAR PORCH HAS WEAK, ROTTED AND MISSING MEMBERS, UNDERSIZED HANDRAILS AND JOIST IMPROPER STRINGERS AND BEAM CONNECTION PLANS & PERMITS NEEDED FOR REPAIRS","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00722",1548782,"FAILED","N","COMPLAINT","CONSERVATION","3000 S LOWE AVE",3000,"S","LOWE","AVE",NA,41.839821572,-87.642835248,"(41.83982157178699, -87.64283524807254)","S LOWE AVE","Y",2006
"1947",284557,"2022-06-17",NA,5,3,"2022-06-17",11,2850690,"2009-02-23","2008-12-08","CN132016","COMPLIED","2009-02-10","HEAT UNIT ADEQUATELY","BASEMENT","GAS OFF","Heat dwelling unit adequately from September 15th to June 1st. (13-196-410)","BL00403",2404961,"PASSED","N","COMPLAINT","CONSERVATION","2995 S LYMAN ST",2995,"S","LYMAN","ST",NA,41.839740438,-87.655634919,"(41.83974043841339, -87.65563491852545)","S LYMAN ST","Y",2008
"1948",284678,"2022-07-22",NA,4,2,"2022-07-22",12,3657928,"2010-11-05","2010-11-05","CN197019","OPEN",NA,"INSTALL SMOKE DETECTORS","INTERIOR:002 :STAIRS","CENTER INTERIOR STAIRS,MISSING SMOKE DETECTOR.","Install and maintain approved smoke detectors. (13-196-100 thru 13-196-160) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.","BL01041",10023371,"FAILED","N","COMPLAINT","CONSERVATION","2951 S QUINN ST",2951,"S","QUINN","ST",NA,41.839752241,-87.649412372,"(41.83975224136115, -87.64941237161584)","S QUINN ST","Y",2010
"1949",285160,"2022-04-08",NA,5,4,"2022-04-08",15,2162878,"2007-08-22","2007-08-10","CN105045","OPEN",NA,"INSTALL DEAD BOLT LOCK",NA,"MISSING DEADBOLT LOCK FRONT AND REAR 1AND 2","Failed to install dead bolt lock, with at least one inch saw resistant bolt projection or with rim mounted deadbolt or vertical drop-bolt lock of equivalent security, at the entrance door of a dwelling unit.  (13-164-030)","BL00654",1965080,"FAILED","N","COMPLAINT","CONSERVATION","3025 S POPLAR AVE",3025,"S","POPLAR","AVE",NA,41.839259051,-87.647699424,"(41.83925905109635, -87.64769942449105)","S POPLAR AVE","Y",2007
"1950",286517,"2023-08-22",NA,4,9,"2023-08-22",14,1734749,"2006-11-02","2006-09-22","CN197019","OPEN",NA,"INSTALL SMOKE DETECTORS",NA,"1ST FLOOR MISSING SMOKE DETECTOR FRONT","Install and maintain approved smoke detectors. (13-196-100 thru 13-196-160) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.","BL00951",1587596,"FAILED","N","COMPLAINT","CONSERVATION","2858 S CHRISTIANA AVE",2858,"S","CHRISTIANA","AVE",NA,41.839081331,-87.708687875,"(41.839081330918624, -87.70868787500667)","S CHRISTIANA AVE","Y",2006
"1951",286636,"2023-07-19",NA,4,0,"2023-07-19",7,5803497,"2017-08-17","2017-08-17","CN015062","OPEN",NA,"OBSTRUCTIONS IN EXIT WAY","EXTERIOR:E   :","EAST ELEVATION - GATE - CHAINED AND PADLOCKED.","Failed to remove obstruction from exitway that hampers travel and evacuation.  (13-160-070, 13-196-080)","BL00722",12311548,"FAILED","N","COMPLAINT","CONSERVATION","3010 S DRAKE AVE",3010,"S","DRAKE","AVE",NA,41.838530985,-87.713557756,"(41.83853098542203, -87.71355775620847)","S DRAKE AVE","Y",2017
"1952",286944,"2023-10-18",NA,4,2,"2023-10-18",10,1599300,"2006-08-24","2006-06-15","CN101015","OPEN",NA,"REPAIR INTERIOR WALLS/CEILING",NA,"SR06-01009561 BEDROOM CEILING LEAKING LOOSE CEILING TILE THRU-OUT 2ND","Failed to maintain interior walls and ceilings free from holes or cracks.  (13-19-540(c))","BL00812",1539831,"FAILED","N","COMPLAINT","CONSERVATION","2637 S ST LOUIS AVE",2637,"S","ST LOUIS","AVE",25,41.84330403,-87.712170776,"(41.84330402964972, -87.71217077577616)","S ST LOUIS AVE","Y",2006
"1953",287384,"2022-04-13",NA,5,2,"2022-04-13",13,3605103,"2010-09-03","2010-09-03","CN070014","OPEN",NA,"REPAIR EXTERIOR STAIR","OTHER   :    :","REAR STAIRS GRADE TO 2ND HAVE LOW RAILS AND ARE HORIZONTAL. OBTAIN PERMIT  NO PLANS REQUIRED.","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","BL00941",9994689,"CLOSED","N","COMPLAINT","CONSERVATION","2728 S SPAULDING AVE",2728,"S","SPAULDING","AVE",NA,41.841773565,-87.707544862,"(41.841773565268824, -87.7075448616826)","S SPAULDING AVE","Y",2010
"1954",289229,"2022-02-25",NA,4,5,"2022-02-25",12,3925556,"2011-07-07","2011-07-07","CN070024","OPEN",NA,"REPAIR PORCH SYSTEM","EXTERIOR:E   :3 STORY FRONT PORCH","RAIL SECTIONS UNDER 42"".RAIL SECTIONS SHOW DEFLEXION UNDER LATERAL LOAD.RAIL SECTIONS IMPROPER DESIGN (HORIZONTAL COMPONENTS).STRINGERS WEAK,UNDERSIZED.STRINGERS WITH NO POSITIVE ATTATCHMENT AT LANDINGS(BOLTS REQUIRED.STEPS IMPROPER DESIGN(9"" STEPS). NO POSITIVE ATTATCHMENT AT BEAM COLUMN CONNECTION (BEAMS NAILED INTO COLUMN).NO VISIBLE FOUNDATIONS.OBTAIN PLANS AND PERMIT TO REPAIR OR REPLACE PORCH SYSTEM.","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00875",10309903,"FAILED","N","COMPLAINT","CONSERVATION","3042 S KOLIN AVE",3042,"S","KOLIN","AVE",NA,41.837331652,-87.733014182,"(41.837331651791736, -87.73301418248828)","S KOLIN AVE","Y",2011
"1955",290389,"2023-03-03",NA,5,4,"2023-03-03",15,1475982,"2008-01-18","2006-06-30","CN070014","COMPLIED","2007-12-13","REPAIR EXTERIOR STAIR",NA,"FRONT EXTERIOR STAIRS LOOSE HANDRAIL","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","BL00654",1505036,"FAILED","N","COMPLAINT","CONSERVATION","3436 S GILES AVE",3436,"S","GILES","AVE",NA,41.831778243,-87.619489731,"(41.83177824287102, -87.619489730998)","S GILES AVE","Y",2006
"1956",290487,"2023-01-04",NA,4,2,"2023-01-04",42,3953204,"2014-11-19","2011-08-19","CN062014","COMPLIED","2014-02-04","PARAPET & COPING",NA,"MISSING COPING TILE EAST ELEVATION.","Failed to maintain the parapet wall and coping in good repair and free from cracks and defects.  (13-196-530, 13-196-530(e) and 13-196-641)","BL01001",10325595,"FAILED","N","COMPLAINT","SPECIAL TASK FORCE","232 E 35TH ST",232,"E","35TH","ST",NA,41.831180698,-87.620490941,"(41.83118069820646, -87.62049094093713)","E 35TH ST","Y",2011
"1957",290549,"2023-05-25",NA,6,16,"2023-05-25",14,3379693,"2010-01-23","2010-01-23","CN101015","OPEN",NA,"REPAIR INTERIOR WALLS/CEILING","INTERIOR:001 :1ST FLOOR","1ST FLOOR HALLWAY CEILING,EAST OF CRAFT ROOM,MISSING CEILING TILE.","Failed to maintain interior walls and ceilings free from holes or cracks.  (13-19-540(c))","BL01041",9710343,"FAILED","N","PERIODIC","CONSERVATION","235 E 32ND ST",235,"E","32ND","ST",NA,41.836446014,-87.620480701,"(41.83644601448912, -87.62048070096027)","E 32ND ST","Y",2010
"1958",291486,"2023-05-20",NA,5,0,"2023-05-20",11,1607750,"2006-10-10","2006-05-05","CN070014","COMPLIED","2006-10-06","REPAIR EXTERIOR STAIR",NA,"FRONT ELEVATION STAIRS TO AREA WAY MISIING  HAND RAIL.","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","BL00654",1542471,"PASSED","N","COMPLAINT","CONSERVATION","3432 S LOWE AVE",3432,"S","LOWE","AVE",NA,41.831586588,-87.642617383,"(41.831586587789076, -87.64261738279617)","S LOWE AVE","Y",2006
"1959",292344,"2021-10-06",NA,4,5,"2021-10-06",12,5199175,"2015-10-06","2015-10-06","CN197019","OPEN",NA,"INSTALL SMOKE DETECTORS","OTHER   :    :","1ST AND 2ND FLOOR FRONT APTS - MISSING SMOKE DETECTOR.","Install and maintain approved smoke detectors. (13-196-100 thru 13-196-160) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.","371443",11676667,"FAILED","N","COMPLAINT","CONSERVATION","3344 S ABERDEEN ST",3344,"S","ABERDEEN","ST",NA,41.833065597,-87.653606461,"(41.833065596502664, -87.65360646120587)","S ABERDEEN ST","Y",2015
"1960",293047,"2021-10-01",NA,4,1,"2021-10-01",14,3146764,"2009-06-26","2009-06-25","CN070024","OPEN",NA,"REPAIR PORCH SYSTEM","SOUTH","WING WALLS WASHED OUT MORTAR.","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00831",2748324,"FAILED","N","COMPLAINT","CONSERVATION","838 W 34TH PL",838,"W","34TH","PL",NA,41.831867511,-87.647687612,"(41.83186751062552, -87.64768761188664)","W 34TH PL","Y",2009
"1961",293881,"2023-10-30",NA,7,3,"2023-10-30",19,2923089,"2009-04-16","2008-09-23","CN070024","COMPLIED","2009-04-13","REPAIR PORCH SYSTEM","COMPLIED BY BL00654","(SR-801890931)EAST ELEVATION FRONT CONCRETE PORCH RETAINING WALLS-FRACTURED MASONRY WITH WASH OUT MORTAR.","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL01001",2565058,"PASSED","N","COMPLAINT","CONSERVATION","3214 S ASHLAND AVE",3214,"S","ASHLAND","AVE",NA,41.835034519,-87.665822859,"(41.83503451933423, -87.66582285898794)","S ASHLAND AVE","Y",2008
"1962",294616,"2021-09-10",NA,4,0,"2021-09-10",6,5523366,"2018-09-04","2016-09-23","CN101015","COMPLIED","2018-08-31","REPAIR INTERIOR WALLS/CEILING",NA,"REMOVE LOOSE AND FLAKING PAINT ON ALL LEVELS AT CORRIDORS AND STAIRWELLS.","Failed to maintain interior walls and ceilings free from holes or cracks.  (13-19-540(c))","104976",12353252,"FAILED","N","PERIODIC","SPECIAL INSPECTION PROGRAM","3419 S BELL AVE",3419,"S","BELL","AVE",NA,41.831541961,-87.681273224,"(41.83154196061845, -87.6812732236404)","S BELL AVE","Y",2016
"1963",295309,"2021-07-02",NA,4,3,"2021-07-02",13,2138665,"2008-03-11","2007-08-06","CN070024","COMPLIED","2008-01-02","REPAIR PORCH SYSTEM",NA,"REAR OPEN EXTERIOR PORCH - STAIRSYSTEM WEAK AND WORN MEMBERS - CRACKED TREADS IMPROPER GUARD AND HANDRAILS - LADDER TYPE AND SPACED TOO FAR APART 4X4 UPRIGHTS SHOWINGS SIGNS OF ROT AND DETERIORATED AREAS, LANDINGS NOT SECURED WITH BOLTS OR HANGERS GUARDRAILS NOT SECURED TO BUILDINGS AND SYSTEM IS RECOMMENDED TO BE REPLACED WITH NEW FOR SAFETY OF TENANTS. PLANS AND PERMIT REQUIRED.","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00309",1955528,"PASSED","N","COMPLAINT","CONSERVATION","3302 S WESTERN AVE",3302,"S","WESTERN","AVE",NA,41.833826977,-87.685348828,"(41.83382697664112, -87.68534882823927)","S WESTERN AVE","Y",2007
"1964",295469,"2021-08-06",NA,4,1,"2021-08-06",14,2743418,"2009-06-22","2008-07-18","CN104015","COMPLIED","2008-12-08","REPLCE WINDOW PANES, PLEXGLAS",NA,"FRONT 1ST BROKEN PANES, NORTH 1ST BROKEN PANES.","Replace broken, missing or defective window panes. (13-196-550 A)","BL01002",2374962,"PASSED","N","COMPLAINT","CONSERVATION","3200 S KEDZIE AVE",3200,"S","KEDZIE","AVE",NA,41.835178071,-87.704908563,"(41.83517807083239, -87.70490856262688)","S KEDZIE AVE","Y",2008
"1965",298020,"2022-11-15",NA,4,3,"2022-11-15",22,2021773,"2007-05-24","2007-05-02","CN104015","OPEN",NA,"REPLCE WINDOW PANES, PLEXGLAS",NA,"SR07-00729133-BROKEN PANE 1ST FRONT.","Replace broken, missing or defective window panes. (13-196-550 A)","BL00654",1902232,"FAILED","N","COMPLAINT","CONSERVATION","3632 S PARNELL AVE",3632,"S","PARNELL","AVE",NA,41.828008179,-87.640092485,"(41.82800817910972, -87.64009248545766)","S PARNELL AVE","Y",2007
"1966",299118,"2022-02-26",NA,5,2,"2022-02-26",13,4031516,"2012-03-09","2011-11-21","CN141016","COMPLIED","2012-03-08","STOP SMOKE, NOXIOUS ODORS","OTHER   :    :BUILDING","BUILDING STONG ODOR COMING FROM BUILDING.","Stop noxious odors from permeating dwelling or premises. (7-28-060, 13-196-630)","BL00746",10371649,"CLOSED","N","COMPLAINT","CONSERVATION","3637 S HERMITAGE AVE",3637,"S","HERMITAGE","AVE",NA,41.827589672,-87.66895808,"(41.827589671814366, -87.66895807994479)","S HERMITAGE AVE","Y",2011
"1967",299577,"2022-12-20",NA,4,5,"2022-12-20",14,2082882,"2007-07-09","2007-06-21","CN197019","OPEN",NA,"INSTALL SMOKE DETECTORS",NA,"PROVIDE SMOKE DETECTORS AND ALL DWELLING UNITS AND STAIRSWELL","Install and maintain approved smoke detectors. (13-196-100 thru 13-196-160) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.","BL00804",1935228,"FAILED","N","COMPLAINT","CONSERVATION","3618 S WOLCOTT AVE",3618,"S","WOLCOTT","AVE",NA,41.827990268,-87.672925785,"(41.82799026837967, -87.67292578471252)","S WOLCOTT AVE","Y",2007
"1968",299673,"2022-08-19",NA,5,1,"2022-08-19",13,2182725,"2007-09-06","2007-08-31","CN197079","OPEN",NA,"REPAIR/REPLACE SMOKE DETECTORS",NA,"CENTER STAIRS: FAULTY SMOKE DETECTOR","Repair or replace defective or out of service smoke detectors and operate continuously. (13-196-130, 13-196-140)","BL00654",1974095,"FAILED","N","COMPLAINT","CONSERVATION","3608 S WOOD ST",3608,"S","WOOD","ST",NA,41.828313703,-87.670491613,"(41.82831370266585, -87.67049161340785)","S WOOD ST","Y",2007
"1969",300251,"2022-09-30",NA,5,3,"2022-09-30",13,1416511,"2006-09-20","2006-05-17","CN134016","COMPLIED","2006-09-19","RATS",NA,"REAR LOT BY GARBAGE RAT HOLES OBSERVED","Rid premises of rodents and seal rodent holes. (13-196-530 D, 13-196-540 A, 13-196-630 C)","BL00755",1485085,"FAILED","N","COMPLAINT","CONSERVATION","3539 S ARCHER AVE",3539,"S","ARCHER","AVE",NA,41.829603012,-87.678700608,"(41.82960301165377, -87.67870060758895)","S ARCHER AVE","Y",2006
"1970",301518,"2023-12-05",NA,6,8,"2023-12-05",17,3543680,"2010-07-06","2010-07-06","CN070024","OPEN",NA,"REPAIR PORCH SYSTEM","OTHER   :    :","3151 PORCH;NO FOOTINGS,ROOF ROTTED,6X6 UPRIGHTS BUTT JOINTS,4X6 ROOF LOOKOUTS ROTTED,LEDGER BOARD NOT BOLTED TO THE WALLS,CONNECTION BRACKET MISSING,REPLACE 4X6 UPRIGHTS WITH 6X6, 3159 PORCH;LEDGER BOARD NOT BOLTED TO THE WALL,UPRIGHTS BUTT JOINTS,CONNECTION BRACKETS MISSING, 3841 PORCH;UPRIGHTS BUTT JOINTS,CONNECTION BRACKETS MISSING,SECTION OF PORCH SYSTEM WAS REMOVED TO SHORTEN,CANTILEVER TO SUPPORT SECTION OF ROOF, SUBMIT PLANS AND PERMITS","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00444",9962173,"FAILED","N","COMPLAINT","CONSERVATION","3151 W 38TH PL",3151,"W","38TH","PL",NA,41.82340374,-87.703994281,"(41.82340373975763, -87.7039942805398)","W 38TH PL","Y",2010
"1971",302606,"2023-04-14",NA,7,15,"2023-04-14",37,1433922,"2006-06-15","2006-05-08","CN070024","OPEN",NA,"REPAIR PORCH SYSTEM",NA,"REAR PORCH GRADE TO 3RD IMPROPER BEAM TO COLUMN CONNECTIONS, BEAMS NOT PROPERLY ANCHORED TO BUILDING COLUMNS NOT PROPERLY SPLICED AND BOLTED STRINGERS NOT PROPERLY ATTACHED JOIST TOO SMALL FOR SPAN","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00722",1491959,"FAILED","N","COMPLAINT","CONSERVATION","4149 S INDIANA AVE",4149,"S","INDIANA","AVE",NA,41.818738681,-87.621319154,"(41.81873868149523, -87.62131915363825)","S INDIANA AVE","Y",2006
